grade,semester,category,version,executor,needUncompress,name,content
3,0,0,人教版,段斌,1,人教新课标数学三年级上册《用有余数的除法解决问题》PPT课件 ,http://www.goodkejian.com/down.asp?id=50026&sid=1
3,0,0,人教版,段斌,1,人教新课标数学三年级上册《万以内加法 3》PPT课件 ,http://www.goodkejian.com/down.asp?id=50025&sid=1
3,0,0,人教版,段斌,1,人教新课标数学三年级上册《万以内加法 2》PPT课件 ,http://www.goodkejian.com/down.asp?id=50024&sid=1
3,0,0,人教版,段斌,1,人教新课标数学三年级上册《万以内的减法 3》flash课件 ,http://www.goodkejian.com/down.asp?id=50023&sid=1
3,0,0,人教版,段斌,1,人教新课标数学三年级上册《万以内的减法 2》PPT课件 ,http://www.goodkejian.com/down.asp?id=50022&sid=1
3,0,0,人教版,段斌,1,人教新课标数学三年级上册《万以内的加减法复习》PPT课件 ,http://www.goodkejian.com/down.asp?id=50021&sid=1
3,0,0,人教版,段斌,1,人教新课标数学三年级上册《万以内的加法和减法(二)―整理和复习》flash课件 ,http://www.goodkejian.com/down.asp?id=50020&sid=1
3,0,0,人教版,段斌,1,人教新课标数学三年级上册《万以内的加法 1》flash课件 ,http://www.goodkejian.com/down.asp?id=50019&sid=1
3,0,0,人教版,段斌,1,人教新课标数学三年级上册《四边形周长的游戏》flash课件 ,http://www.goodkejian.com/down.asp?id=50018&sid=1
3,0,0,人教版,段斌,1,人教新课标数学三年级上册《四边形及平行四边形的认识》flash课件 ,http://www.goodkejian.com/down.asp?id=50017&sid=1
3,0,0,人教版,段斌,1,人教新课标数学三年级上册《四边形复习》PPT课件 ,http://www.goodkejian.com/down.asp?id=50016&sid=1
3,0,0,人教版,段斌,1,人教新课标数学三年级上册《四边形的认识 2》PPT课件 ,http://www.goodkejian.com/down.asp?id=50015&sid=1
3,0,0,人教版,段斌,1,人教新课标数学三年级上册《四边形的认识 1》flash课件 ,http://www.goodkejian.com/down.asp?id=50014&sid=1
3,0,0,人教版,段斌,1,人教新课标数学三年级上册《四边形 2》PPT课件 ,http://www.goodkejian.com/down.asp?id=50013&sid=1
3,0,0,人教版,段斌,1,人教新课标数学三年级上册《数学广角 8》PPT课件 ,http://www.goodkejian.com/down.asp?id=50012&sid=1
3,0,0,人教版,段斌,1,人教新课标数学三年级上册《数学广角 7》flash课件 ,http://www.goodkejian.com/down.asp?id=50011&sid=1
3,0,0,人教版,段斌,1,人教新课标数学三年级上册《数学广角 6》flash课件 ,http://www.goodkejian.com/down.asp?id=50010&sid=1
3,0,0,人教版,段斌,1,人教新课标数学三年级上册《数学广角 3》PPT课件 ,http://www.goodkejian.com/down.asp?id=50009&sid=1
3,0,0,人教版,段斌,1,人教新课标数学三年级上册《数学广角 2》flash课件 ,http://www.goodkejian.com/down.asp?id=50008&sid=1
3,0,0,人教版,段斌,1,人教新课标数学三年级上册《数学广角 1》PPT课件 ,http://www.goodkejian.com/down.asp?id=50007&sid=1
3,0,0,人教版,段斌,1,人教新课标数学三年级上册《时间的简单计算》flash课件 ,http://www.goodkejian.com/down.asp?id=50006&sid=1
3,0,0,人教版,段斌,1,人教新课标数学三年级上册《时间的计算》PPT课件 ,http://www.goodkejian.com/down.asp?id=50005&sid=1
3,0,0,人教版,段斌,1,人教新课标数学三年级上册《时间的计算 1》PPT课件 ,http://www.goodkejian.com/down.asp?id=50004&sid=1
3,0,0,人教版,段斌,1,人教新课标数学三年级上册《时分的认识》flash课件 ,http://www.goodkejian.com/down.asp?id=50003&sid=1
3,0,0,人教版,段斌,1,人教新课标数学三年级上册《时分的认识 1》flash课件 ,http://www.goodkejian.com/down.asp?id=50002&sid=1
3,0,0,人教版,段斌,1,人教新课标数学三年级上册《时、分、秒》flash课件 ,http://www.goodkejian.com/down.asp?id=50001&sid=1
3,0,0,人教版,段斌,1,人教新课标数学三年级上册《时、分、秒 4》flash课件 ,http://www.goodkejian.com/down.asp?id=50000&sid=1
3,0,0,人教版,段斌,1,人教新课标数学三年级上册《时、分、秒 3》flash课件 ,http://www.goodkejian.com/down.asp?id=49999&sid=1
3,0,0,人教版,段斌,1,人教新课标数学三年级上册《时、分、秒 1》flash课件 ,http://www.goodkejian.com/down.asp?id=49998&sid=1
3,0,0,人教版,段斌,1,人教新课标数学三年级上册《三位数减三位数的连续退位的减法》PPT课件 ,http://www.goodkejian.com/down.asp?id=49997&sid=1
3,0,0,人教版,段斌,1,人教新课标数学三年级上册《三位数加三位数的连续进位加法》PPT课件 ,http://www.goodkejian.com/down.asp?id=49996&sid=1
3,0,0,人教版,段斌,1,人教新课标数学三年级上册《三位数乘一位数的笔算 2》PPT课件 ,http://www.goodkejian.com/down.asp?id=49995&sid=1
3,0,0,人教版,段斌,1,人教新课标数学三年级上册《认识四边形》PPT课件 ,http://www.goodkejian.com/down.asp?id=49994&sid=1
3,0,0,人教版,段斌,1,人教新课标数学三年级上册《认识计算机 3》flash课件 ,http://www.goodkejian.com/down.asp?id=49993&sid=1
3,0,0,人教版,段斌,1,人教新课标数学三年级上册《认识几分之一》flash课件 ,http://www.goodkejian.com/down.asp?id=49992&sid=1
3,0,0,人教版,段斌,1,人教新课标数学三年级上册《认识几分之一 9》PPT课件 ,http://www.goodkejian.com/down.asp?id=49991&sid=1
3,0,0,人教版,段斌,1,人教新课标数学三年级上册《认识几分之一 8》PPT课件 ,http://www.goodkejian.com/down.asp?id=49990&sid=1
3,0,0,人教版,段斌,1,人教新课标数学三年级上册《认识几分之一 7》PPT课件 ,http://www.goodkejian.com/down.asp?id=49989&sid=1
3,0,0,人教版,段斌,1,人教新课标数学三年级上册《认识几分之一 6》PPT课件 ,http://www.goodkejian.com/down.asp?id=49988&sid=1
3,0,0,人教版,段斌,1,人教新课标数学三年级上册《认识几分之一 5》flash课件 ,http://www.goodkejian.com/down.asp?id=49987&sid=1
3,0,0,人教版,段斌,1,人教新课标数学三年级上册《认识几分之一 4》flash课件 ,http://www.goodkejian.com/down.asp?id=49986&sid=1
3,0,0,人教版,段斌,1,人教新课标数学三年级上册《认识几分之一 1》PPT课件 ,http://www.goodkejian.com/down.asp?id=49985&sid=1
3,0,0,人教版,段斌,1,人教新课标数学三年级上册《认识几分之几》flash课件 ,http://www.goodkejian.com/down.asp?id=49984&sid=1
3,0,0,人教版,段斌,1,人教新课标数学三年级上册《认识几分之几 4》PPT课件 ,http://www.goodkejian.com/down.asp?id=49983&sid=1
3,0,0,人教版,段斌,1,人教新课标数学三年级上册《认识几分之几 3》PPT课件 ,http://www.goodkejian.com/down.asp?id=49982&sid=1
3,0,0,人教版,段斌,1,人教新课标数学三年级上册《认识几分之几 2》PPT课件 ,http://www.goodkejian.com/down.asp?id=49981&sid=1
3,0,0,人教版,段斌,1,人教新课标数学三年级上册《认识几分之几 1》flash课件 ,http://www.goodkejian.com/down.asp?id=49980&sid=1
3,0,0,人教版,段斌,1,人教新课标数学三年级上册《认识东南西北》PPT课件 ,http://www.goodkejian.com/down.asp?id=49979&sid=1
3,0,0,人教版,段斌,1,人教新课标数学三年级上册《千米的认识 2》PPT课件 ,http://www.goodkejian.com/down.asp?id=49978&sid=1
3,0,0,人教版,段斌,1,人教新课标数学三年级上册《千米的认识 1》PPT课件 ,http://www.goodkejian.com/down.asp?id=49977&sid=1
3,0,0,人教版,段斌,1,人教新课标数学三年级上册《平行四边形的认识》PPT课件 ,http://www.goodkejian.com/down.asp?id=49976&sid=1
3,0,0,人教版,段斌,1,人教新课标数学三年级上册《平行四边形 1》flash课件 ,http://www.goodkejian.com/down.asp?id=49975&sid=1
3,0,0,人教版,段斌,1,人教新课标数学三年级上册《秒的认识》PPT课件 ,http://www.goodkejian.com/down.asp?id=49974&sid=1
3,0,0,人教版,段斌,1,人教新课标数学三年级上册《秒的认识 3》PPT课件 ,http://www.goodkejian.com/down.asp?id=49973&sid=1
3,0,0,人教版,段斌,1,人教新课标数学三年级上册《秒的认识 2》PPT课件 ,http://www.goodkejian.com/down.asp?id=49972&sid=1
3,0,0,人教版,段斌,1,人教新课标数学三年级上册《秒的认识 1》flash课件 ,http://www.goodkejian.com/down.asp?id=49971&sid=1
3,0,0,人教版,段斌,1,人教新课标数学三年级上册《连续退位减法》PPT课件 ,http://www.goodkejian.com/down.asp?id=49970&sid=1
3,0,0,人教版,段斌,1,人教新课标数学三年级上册《口算除法 6》PPT课件 ,http://www.goodkejian.com/down.asp?id=49969&sid=1
3,0,0,人教版,段斌,1,人教新课标数学三年级上册《口算乘法―巧填运算符号》flash课件 ,http://www.goodkejian.com/down.asp?id=49968&sid=1
3,0,0,人教版,段斌,1,人教新课标数学三年级上册《口算乘法 2》PPT课件 ,http://www.goodkejian.com/down.asp?id=49967&sid=1
3,0,0,人教版,段斌,1,人教新课标数学三年级上册《口算乘法 1》PPT课件 ,http://www.goodkejian.com/down.asp?id=49966&sid=1
3,0,0,人教版,段斌,1,人教新课标数学三年级上册《可能性 8》PPT课件 ,http://www.goodkejian.com/down.asp?id=49965&sid=1
3,0,0,人教版,段斌,1,人教新课标数学三年级上册《可能性 7》PPT课件 ,http://www.goodkejian.com/down.asp?id=49964&sid=1
3,0,0,人教版,段斌,1,人教新课标数学三年级上册《可能性 6》PPT课件 ,http://www.goodkejian.com/down.asp?id=49963&sid=1
3,0,0,人教版,段斌,1,人教新课标数学三年级上册《可能性 5》flash课件 ,http://www.goodkejian.com/down.asp?id=49962&sid=1
3,0,0,人教版,段斌,1,人教新课标数学三年级上册《可能性 4》flash课件 ,http://www.goodkejian.com/down.asp?id=49961&sid=1
3,0,0,人教版,段斌,1,人教新课标数学三年级上册《加减法的验算 4》PPT课件 ,http://www.goodkejian.com/down.asp?id=49960&sid=1
3,0,0,人教版,段斌,1,人教新课标数学三年级上册《加减法的验算 3》flash课件 ,http://www.goodkejian.com/down.asp?id=49959&sid=1
3,0,0,人教版,段斌,1,人教新课标数学三年级上册《加减法的验算 2》PPT课件 ,http://www.goodkejian.com/down.asp?id=49958&sid=1
3,0,0,人教版,段斌,1,人教新课标数学三年级上册《加法的验算 6》PPT课件 ,http://www.goodkejian.com/down.asp?id=49957&sid=1
3,0,0,人教版,段斌,1,人教新课标数学三年级上册《加法的验算 5》PPT课件 ,http://www.goodkejian.com/down.asp?id=49956&sid=1
3,0,0,人教版,段斌,1,人教新课标数学三年级上册《几分之一的大小比较》PPT课件 ,http://www.goodkejian.com/down.asp?id=49955&sid=1
3,0,0,人教版,段斌,1,人教新课标数学三年级上册《几分之一 2》PPT课件 ,http://www.goodkejian.com/down.asp?id=49954&sid=1
3,0,0,人教版,段斌,1,人教新课标数学三年级上册《几分之一 1》PPT课件 ,http://www.goodkejian.com/down.asp?id=49953&sid=1
3,0,0,人教版,段斌,1,人教新课标数学三年级上册《几分之几 1》PPT课件 ,http://www.goodkejian.com/down.asp?id=49952&sid=1
3,0,0,人教版,段斌,1,人教新课标数学三年级上册《毫米和分米的认识 2》PPT课件 ,http://www.goodkejian.com/down.asp?id=49951&sid=1
3,0,0,人教版,段斌,1,人教新课标数学三年级上册《毫米分米的认识 2》flash课件 ,http://www.goodkejian.com/down.asp?id=49950&sid=1
3,0,0,人教版,段斌,1,人教新课标数学三年级上册《毫米分米的认识 1》PPT课件 ,http://www.goodkejian.com/down.asp?id=49949&sid=1
3,0,0,人教版,段斌,1,人教新课标数学三年级上册《毫米的认识》PPT课件 ,http://www.goodkejian.com/down.asp?id=49948&sid=1
3,0,0,人教版,段斌,1,人教新课标数学三年级上册《毫米的认识 3》PPT课件 ,http://www.goodkejian.com/down.asp?id=49947&sid=1
3,0,0,人教版,段斌,1,人教新课标数学三年级上册《毫米的认识 2》flash课件 ,http://www.goodkejian.com/down.asp?id=49946&sid=1
3,0,0,人教版,段斌,1,人教新课标数学三年级上册《毫米的认识 1》flash课件 ,http://www.goodkejian.com/down.asp?id=49945&sid=1
3,0,0,人教版,段斌,1,人教新课标数学三年级上册《可能性大小》flash课件 ,http://www.goodkejian.com/down.asp?id=49944&sid=1
3,0,0,人教版,段斌,1,人教新课标数学三年级上册《毫米的初步认识》flash课件 ,http://www.goodkejian.com/down.asp?id=49943&sid=1
3,0,0,人教版,段斌,1,人教新课标数学三年级上册《毫米、分米的认识 6》PPT课件 ,http://www.goodkejian.com/down.asp?id=49942&sid=1
3,0,0,人教版,段斌,1,人教新课标数学三年级上册《毫米、分米的认识 5》PPT课件 ,http://www.goodkejian.com/down.asp?id=49941&sid=1
3,0,0,人教版,段斌,1,人教新课标数学三年级上册《毫米、分米的认识 4》PPT课件 ,http://www.goodkejian.com/down.asp?id=49940&sid=1
3,0,0,人教版,段斌,1,人教新课标数学三年级上册《毫米、分米的认识 3》flash课件 ,http://www.goodkejian.com/down.asp?id=49939&sid=1
3,0,0,人教版,段斌,1,人教新课标数学三年级上册《毫米、分米的认识 2》PPT课件 ,http://www.goodkejian.com/down.asp?id=49938&sid=1
3,0,0,人教版,段斌,1,人教新课标数学三年级上册《毫米、分米的认识 1》PPT课件 ,http://www.goodkejian.com/down.asp?id=49937&sid=1
3,0,0,人教版,段斌,1,人教新课标数学三年级上册《毫米、分米、千米的认识》flash课件 ,http://www.goodkejian.com/down.asp?id=49936&sid=1
3,0,0,人教版,段斌,1,人教新课标数学三年级上册《分数的认识 19》flash课件 ,http://www.goodkejian.com/down.asp?id=49935&sid=1
3,0,0,人教版,段斌,1,人教新课标数学三年级上册《分数的简单计算》flash课件 ,http://www.goodkejian.com/down.asp?id=49934&sid=1
3,0,0,人教版,段斌,1,人教新课标数学三年级上册《分数的简单计算 4》PPT课件 ,http://www.goodkejian.com/down.asp?id=49933&sid=1
3,0,0,人教版,段斌,1,人教新课标数学三年级上册《分数的简单计算 3》PPT课件 ,http://www.goodkejian.com/down.asp?id=49932&sid=1
3,0,0,人教版,段斌,1,人教新课标数学三年级上册《分数的简单计算 2》flash课件 ,http://www.goodkejian.com/down.asp?id=49931&sid=1
3,0,0,人教版,段斌,1,人教新课标数学三年级上册《分数的简单计算 1》flash课件 ,http://www.goodkejian.com/down.asp?id=49930&sid=1
3,0,0,人教版,段斌,1,人教新课标数学三年级上册《千米的认识》flash课件 ,http://www.goodkejian.com/down.asp?id=49922&sid=1
3,0,0,人教版,段斌,1,人教新课标数学三年级上册《连续退位减法》flash课件 ,http://www.goodkejian.com/down.asp?id=49921&sid=1
3,0,0,人教版,段斌,1,人教新课标数学三年级上册《长方形和正方形周长的复习》PPT课件 ,http://www.goodkejian.com/down.asp?id=49920&sid=1
3,0,0,人教版,段斌,1,人教新课标数学三年级上册《分数的大小比较》flash课件 ,http://www.goodkejian.com/down.asp?id=49917&sid=1
3,0,0,人教版,段斌,1,人教新课标数学三年级上册《分数的初步知识 4》flash课件 ,http://www.goodkejian.com/down.asp?id=49916&sid=1
3,0,0,人教版,段斌,1,人教新课标数学三年级上册《分数的初步认识―几分之一》PPT课件 ,http://www.goodkejian.com/down.asp?id=49915&sid=1
3,0,0,人教版,段斌,1,人教新课标数学三年级上册《分数的初步认识---几分之一 2》flash课件 ,http://www.goodkejian.com/down.asp?id=49914&sid=1
3,0,0,人教版,段斌,1,人教新课标数学三年级上册《分数的初步认识―几分之几》PPT课件 ,http://www.goodkejian.com/down.asp?id=49913&sid=1
3,0,0,人教版,段斌,1,人教新课标数学三年级上册《分数的初步认识复习》PPT课件 ,http://www.goodkejian.com/down.asp?id=49912&sid=1
3,0,0,人教版,段斌,1,人教新课标数学三年级上册《分数的初步认识 23》PPT课件 ,http://www.goodkejian.com/down.asp?id=49911&sid=1
3,0,0,人教版,段斌,1,人教新课标数学三年级上册《分数的初步认识 22》PPT课件 ,http://www.goodkejian.com/down.asp?id=49910&sid=1
3,0,0,人教版,段斌,1,人教新课标数学三年级上册《分数的初步认识 21》PPT课件 ,http://www.goodkejian.com/down.asp?id=49909&sid=1
3,0,0,人教版,段斌,1,人教新课标数学三年级上册《分数的初步认识 20》PPT课件 ,http://www.goodkejian.com/down.asp?id=49908&sid=1
3,0,0,人教版,段斌,1,人教新课标数学三年级上册《分数的初步认识 18》PPT课件 ,http://www.goodkejian.com/down.asp?id=49907&sid=1
3,0,0,人教版,段斌,1,人教新课标数学三年级上册《分数的初步认识 17》PPT课件 ,http://www.goodkejian.com/down.asp?id=49906&sid=1
3,0,0,人教版,段斌,1,人教新课标数学三年级上册《分数的初步认识 16》flash课件 ,http://www.goodkejian.com/down.asp?id=49905&sid=1
3,0,0,人教版,段斌,1,人教新课标数学三年级上册《分数的初步认识 15》PPT课件 ,http://www.goodkejian.com/down.asp?id=49904&sid=1
3,0,0,人教版,段斌,1,人教新课标数学三年级上册《分数的初步认识 14》PPT课件 ,http://www.goodkejian.com/down.asp?id=49903&sid=1
3,0,0,人教版,段斌,1,人教新课标数学三年级上册《分数的初步认识 13》PPT课件 ,http://www.goodkejian.com/down.asp?id=49902&sid=1
3,0,0,人教版,段斌,1,人教新课标数学三年级上册《分数的初步认识 12》PPT课件 ,http://www.goodkejian.com/down.asp?id=49901&sid=1
3,0,0,人教版,段斌,1,人教新课标数学三年级上册《分数的初步认识 11》PPT课件 ,http://www.goodkejian.com/down.asp?id=49900&sid=1
3,0,0,人教版,段斌,1,人教新课标数学三年级上册《分数的初步认识 10》flash课件 ,http://www.goodkejian.com/down.asp?id=49899&sid=1
3,0,0,人教版,段斌,1,人教新课标数学三年级上册《分数的初步认识 9》flash课件 ,http://www.goodkejian.com/down.asp?id=49898&sid=1
3,0,0,人教版,段斌,1,人教新课标数学三年级上册《分数的初步认识 8》flash课件 ,http://www.goodkejian.com/down.asp?id=49897&sid=1
3,0,0,人教版,段斌,1,人教新课标数学三年级上册《分数的初步认识 7》PPT课件 ,http://www.goodkejian.com/down.asp?id=49896&sid=1
3,0,0,人教版,段斌,1,人教新课标数学三年级上册《分数的初步认识 6》flash课件 ,http://www.goodkejian.com/down.asp?id=49895&sid=1
3,0,0,人教版,段斌,1,人教新课标数学三年级上册《分数的初步认识 5》PPT课件 ,http://www.goodkejian.com/down.asp?id=49894&sid=1
3,0,0,人教版,段斌,1,人教新课标数学三年级上册《分数的初步认识 4》PPT课件 ,http://www.goodkejian.com/down.asp?id=49893&sid=1
3,0,0,人教版,段斌,1,人教新课标数学三年级上册《分米和毫米的认识 7》PPT课件 ,http://www.goodkejian.com/down.asp?id=49250&sid=1
3,0,0,人教版,段斌,1,人教新课标数学三年级上册《分米毫米的认识》flash课件 ,http://www.goodkejian.com/down.asp?id=49249&sid=1
3,0,0,人教版,段斌,1,人教新课标数学三年级上册《分米的认识》PPT课件 ,http://www.goodkejian.com/down.asp?id=49248&sid=1
3,0,0,人教版,段斌,1,人教新课标数学三年级上册《多位数乘一位数――口算乘法》PPT课件 ,http://www.goodkejian.com/down.asp?id=49247&sid=1
3,0,0,人教版,段斌,1,人教新课标数学三年级上册《多位数乘一位数复习》PPT课件 ,http://www.goodkejian.com/down.asp?id=49246&sid=1
3,0,0,人教版,段斌,1,人教新课标数学三年级上册《多位数乘一位数》flash课件 ,http://www.goodkejian.com/down.asp?id=49245&sid=1
3,0,0,人教版,段斌,1,人教新课标数学三年级上册《多位数乘一位数 2》flash课件 ,http://www.goodkejian.com/down.asp?id=49244&sid=1
3,0,0,人教版,段斌,1,人教新课标数学三年级上册《多位数乘一位数 1》flash课件 ,http://www.goodkejian.com/down.asp?id=49243&sid=1
3,0,0,人教版,段斌,1,人教新课标数学三年级上册《吨的认识 9》PPT课件 ,http://www.goodkejian.com/down.asp?id=49242&sid=1
3,0,0,人教版,段斌,1,人教新课标数学三年级上册《吨的认识 8》PPT课件 ,http://www.goodkejian.com/down.asp?id=49241&sid=1
3,0,0,人教版,段斌,1,人教新课标数学三年级上册《吨的认识 7》PPT课件 ,http://www.goodkejian.com/down.asp?id=49240&sid=1
3,0,0,人教版,段斌,1,人教新课标数学三年级上册《吨的认识 6》PPT课件 ,http://www.goodkejian.com/down.asp?id=49239&sid=1
3,0,0,人教版,段斌,1,人教新课标数学三年级上册《吨的认识 5》PPT课件 ,http://www.goodkejian.com/down.asp?id=49238&sid=1
3,0,0,人教版,段斌,1,人教新课标数学三年级上册《吨的认识 4》PPT课件 ,http://www.goodkejian.com/down.asp?id=49237&sid=1
3,0,0,人教版,段斌,1,人教新课标数学三年级上册《吨的认识 3》flash课件 ,http://www.goodkejian.com/down.asp?id=49236&sid=1
3,0,0,人教版,段斌,1,人教新课标数学三年级上册《吨的认识 1》flash课件 ,http://www.goodkejian.com/down.asp?id=49235&sid=1
3,0,0,人教版,段斌,1,人教新课标数学三年级上册《带余除法》flash课件 ,http://www.goodkejian.com/down.asp?id=49234&sid=1
3,0,0,人教版,段斌,1,人教新课标数学三年级上册《搭配中的学问》PPT课件 ,http://www.goodkejian.com/down.asp?id=49233&sid=1
3,0,0,人教版,段斌,1,人教新课标数学三年级上册《搭配中的学问 1》PPT课件 ,http://www.goodkejian.com/down.asp?id=49232&sid=1
3,0,0,人教版,段斌,1,人教新课标数学三年级上册《除法的验算》PPT课件 ,http://www.goodkejian.com/down.asp?id=49231&sid=1
3,0,0,人教版,段斌,1,人教新课标数学三年级上册《初步认识分数》PPT课件 ,http://www.goodkejian.com/down.asp?id=49230&sid=1
3,0,0,人教版,段斌,1,人教新课标数学三年级上册《长方形和正方形的周长练习》PPT课件 ,http://www.goodkejian.com/down.asp?id=49229&sid=1
3,0,0,人教版,段斌,1,人教新课标数学三年级上册《长方形和正方形的周长 6》PPT课件 ,http://www.goodkejian.com/down.asp?id=49228&sid=1
3,0,0,人教版,段斌,1,人教新课标数学三年级上册《长方形和正方形的周长 5》PPT课件 ,http://www.goodkejian.com/down.asp?id=49227&sid=1
3,0,0,人教版,段斌,1,人教新课标数学三年级上册《长方形和正方形的周长 2》PPT课件 ,http://www.goodkejian.com/down.asp?id=49226&sid=1
3,0,0,人教版,段斌,1,人教新课标数学三年级上册《长方形和正方形的周长 1》flash课件 ,http://www.goodkejian.com/down.asp?id=49225&sid=1
3,0,0,人教版,段斌,1,人教新课标数学三年级上册《长方形和正方形的认识 1》flash课件 ,http://www.goodkejian.com/down.asp?id=49224&sid=1
3,0,0,人教版,段斌,1,人教新课标数学三年级上册《长方形的周长》flash课件 ,http://www.goodkejian.com/down.asp?id=49223&sid=1
3,0,0,人教版,段斌,1,人教新课标数学三年级上册《长方形的周长 4》PPT课件 ,http://www.goodkejian.com/down.asp?id=49222&sid=1
3,0,0,人教版,段斌,1,人教新课标数学三年级上册《长方形的周长 3》flash课件 ,http://www.goodkejian.com/down.asp?id=49221&sid=1
3,0,0,人教版,段斌,1,人教新课标数学三年级上册《长方形的周长 2》flash课件 ,http://www.goodkejian.com/down.asp?id=49220&sid=1
3,0,0,人教版,段斌,1,人教新课标数学三年级上册《长方形的周长 1》PPT课件 ,http://www.goodkejian.com/down.asp?id=49219&sid=1
3,0,0,人教版,段斌,1,人教新课标数学三年级上册《测量复习》PPT课件 ,http://www.goodkejian.com/down.asp?id=49218&sid=1
3,0,0,人教版,段斌,1,人教新课标数学三年级上册《测量的练习》PPT课件 ,http://www.goodkejian.com/down.asp?id=49217&sid=1
3,0,0,人教版,段斌,1,人教新课标数学三年级上册《笔算乘法一》PPT课件 ,http://www.goodkejian.com/down.asp?id=49216&sid=1
3,0,0,人教版,段斌,1,人教新课标数学三年级上册《笔算乘法三》PPT课件 ,http://www.goodkejian.com/down.asp?id=49215&sid=1
3,0,0,人教版,段斌,1,人教新课标数学三年级上册《笔算乘法二》PPT课件 ,http://www.goodkejian.com/down.asp?id=49214&sid=1
3,0,0,人教版,段斌,1,人教新课标数学三年级上册《笔算乘法 10》PPT课件 ,http://www.goodkejian.com/down.asp?id=49213&sid=1
3,0,0,人教版,段斌,1,人教新课标数学三年级上册《笔算乘法 9》PPT课件 ,http://www.goodkejian.com/down.asp?id=49212&sid=1
3,0,0,人教版,段斌,1,人教新课标数学三年级上册《笔算乘法 8》PPT课件 ,http://www.goodkejian.com/down.asp?id=49211&sid=1
3,0,0,人教版,段斌,1,人教新课标数学三年级上册《笔算乘法 7》PPT课件 ,http://www.goodkejian.com/down.asp?id=49210&sid=1
3,0,0,人教版,段斌,1,人教新课标数学三年级上册《笔算乘法 6》PPT课件 ,http://www.goodkejian.com/down.asp?id=49209&sid=1
3,0,0,人教版,段斌,1,人教新课标数学三年级上册《笔算乘法 5》PPT课件 ,http://www.goodkejian.com/down.asp?id=49208&sid=1
3,0,0,人教版,段斌,1,人教新课标数学三年级上册《笔算乘法 4》PPT课件 ,http://www.goodkejian.com/down.asp?id=49207&sid=1
3,0,0,人教版,段斌,1,人教新课标数学三年级上册《笔算乘法 3》flash课件 ,http://www.goodkejian.com/down.asp?id=49206&sid=1
3,0,0,人教版,段斌,1,人教新课标数学三年级上册《笔算乘法 2》flash课件 ,http://www.goodkejian.com/down.asp?id=49205&sid=1
3,0,0,人教版,段斌,1,周长课件（人教课标版三年级上册数学课件） ,http://www.goodkejian.com/down.asp?id=20149&sid=1
3,0,0,人教版,段斌,1,四边形的认识课件（人教课标版三年级上册数学课件） ,http://www.goodkejian.com/down.asp?id=20147&sid=1
